#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-09-04T10:00:48 [V7.32.4]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	protocol=ASU	
#INFO	request_date=2023-09-04T10:00:49	
#INFO	request_post=https://vizier.cds.unistra.fr//viz-bin/asu-tsv	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/AJ/159/57&tab:{J/AJ/159/57/table9}&key:source=J/AJ/159/57/table9&HTTPPRM:&
#-source=J/AJ/159/57/table9
#-order=I
#-out=Mb/M*
#-out=Perb
#-out=ecoswb
#-out=esinwb
#-out=T0b
#-out=Mc/M*
#-out=Perc
#-out=ecoswc
#-out=esinwc
#-out=T0c
#-out=Md/M*
#-out=Perd
#-out=ecoswd
#-out=esinwd
#-out=T0d
#
#INFO	contact=cds-question@unistra.fr	
#INFO	version=7.32.4	
#INFO	-out.max=unlimited	
#
#RESOURCE=yCat_51590057
#Name: J/AJ/159/57
#Title: HST spectroscopic LCs of Kepler 51b & 51d (Libby-Roberts+, 2020)
#INFO	ivoid=ivo://cds.vizier/j/aj/159/57	
#INFO	publisher=CDS	
#INFO	creator=Libby-Roberts J.E.	
#INFO	related_resource=bibcode:2020AJ....159...57L	
#INFO	landing_page=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/AJ/159/57	
#INFO	publication_id=doi:10.26093/cds/vizier.51590057	
#INFO	publication_date=2022-05-11	
#INFO	curation_level=RESEARCH	
#INFO	rights=https://cds.unistra.fr/vizier-org/licences_vizier.html	
#Table	J_AJ_159_57_table9:
#Name: J/AJ/159/57/table9
#Title: *Markov Chain Monte Carlo (MCMC) samples from our transit timing variations (TTV) analysis
#Column	Mb/M*	(D14.7)	Planet "b" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perb	(D14.7)	[45.1528/45.156] Orbital period, planet "b"	[ucd=time.period]
#Column	ecoswb	(D13.6)	[-0.21/0.03] Sqrt(e_b_)Cos({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	esinwb	(D13.6)	[-0.3/0.05] Sqrt(e_b_)Sin({omega}_b_), planet "b" (1)	[ucd=src.orbital]
#Column	T0b	(D14.7)	[159.1/159.2] Time, first inferior conjunction, planet "b" (2)	[ucd=time.epoch]
#Column	Mc/M*	(D14.7)	Planet "c" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perc	(D14.7)	[85.3/85.321] Orbital period, planet "c"	[ucd=time.period]
#Column	ecoswc	(D13.6)	[-0.173/0.235] Sqrt(e_c_)Cos({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	esinwc	(D13.6)	[-0.312/0.19] Sqrt(e_c_)Sin({omega}_c_), planet "c" (1)	[ucd=src.orbital]
#Column	T0c	(D14.7)	[295.309/295.332] Time, first inferior conjunction, planet "c" (2)	[ucd=time.epoch]
#Column	Md/M*	(D14.7)	Planet "d" to star mass ratio	[ucd=phys.mass;arith.ratio]
#Column	Perd	(D14.7)	[130.1819/130.188] Orbital Period, planet "d"	[ucd=time.period]
#Column	ecoswd	(D13.6)	[-0.17/0.21] Sqrt(e_d_)Cos({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	esinwd	(D13.6)	[-0.282/0.17] Sqrt(e_d_)Sin({omega}_d_), planet "d" (1)	[ucd=src.orbital]
#Column	T0d	(D14.7)	[212.021/212.0261] Time, first inferior conjunction, planet "d" (2)	[ucd=time.epoch]
Mb/M*|Perb|ecoswb|esinwb|T0b|Mc/M*|Perc|ecoswc|esinwc|T0c|Md/M*|Perd|ecoswd|esinwd|T0d
 1.4529012e-05| 4.5154492e+01|-6.840400e-02|-1.414230e-01| 1.5910935e+02| 1.2325725e-05| 8.5315253e+01| 7.401800e-02| 2.958300e-02| 2.9531617e+02| 1.5180775e-05| 1.3018455e+02| 1.474100e-02| 4.736300e-02| 2.1202246e+02
 1.1623159e-05| 4.5154006e+01|-1.462570e-01|-1.093160e-01| 1.5911012e+02| 1.1733377e-05| 8.5316170e+01| 9.308000e-02| 1.980600e-02| 2.9532141e+02| 1.2917872e-05| 1.3018451e+02| 5.448200e-02| 2.140900e-02| 2.1202339e+02
 7.7058812e-06| 4.5153729e+01|-1.050980e-01|-1.434650e-01| 1.5911078e+02| 1.4001506e-05| 8.5315117e+01| 1.491000e-01|-6.261900e-02| 2.9532191e+02| 1.4243618e-05| 1.3018360e+02| 1.219180e-01|-5.259600e-02| 2.1202268e+02
 1.0334065e-05| 4.5154191e+01|-1.188880e-01|-1.623600e-01| 1.5911005e+02| 1.0983068e-05| 8.5314184e+01|-5.803000e-03|-7.426600e-02| 2.9532021e+02| 1.5638944e-05| 1.3018446e+02|-5.380700e-02|-6.386400e-02| 2.1202323e+02
 1.6213257e-05| 4.5154581e+01|-3.338100e-02|-1.328590e-01| 1.5911013e+02| 1.3622788e-05| 8.5312939e+01| 7.121200e-02|-7.476000e-03| 2.9531831e+02| 1.9708840e-05| 1.3018476e+02| 2.639500e-02| 1.220200e-02| 2.1202433e+02
 6.9148059e-06| 4.5153587e+01|-1.381150e-01|-1.855820e-01| 1.5911153e+02| 1.1786556e-05| 8.5314372e+01| 1.017110e-01|-7.170700e-02| 2.9532090e+02| 1.6131479e-05| 1.3018387e+02| 6.250700e-02|-7.594600e-02| 2.1202301e+02
 1.9316393e-06| 4.5153992e+01|-9.763200e-02|-1.001560e-01| 1.5910968e+02| 1.4318359e-05| 8.5311132e+01| 1.266140e-01|-7.512700e-02| 2.9532467e+02| 2.0765030e-05| 1.3018344e+02| 9.983100e-02|-6.763300e-02| 2.1202280e+02
 5.6278203e-06| 4.5154324e+01|-4.359200e-02|-1.625910e-01| 1.5911017e+02| 1.3961929e-05| 8.5313632e+01| 1.059840e-01|-1.867760e-01| 2.9531986e+02| 1.5355595e-05| 1.3018385e+02| 8.125900e-02|-1.695540e-01| 2.1202242e+02
 5.8251055e-06| 4.5154192e+01|-5.710200e-02|-1.682500e-01| 1.5911060e+02| 1.3374500e-05| 8.5311559e+01| 1.042090e-01|-5.196200e-02| 2.9532291e+02| 2.1181586e-05| 1.3018399e+02| 7.290600e-02|-5.137600e-02| 2.1202232e+02
 4.4917796e-06| 4.5153752e+01|-1.305900e-01|-1.277160e-01| 1.5911114e+02| 1.2814475e-05| 8.5312699e+01| 1.232270e-01|-1.356100e-02| 2.9532151e+02| 1.7907545e-05| 1.3018378e+02| 9.338900e-02|-1.283400e-02| 2.1202253e+02
 7.2422791e-06| 4.5154129e+01|-1.069910e-01|-3.320700e-02| 1.5910941e+02| 1.5996638e-05| 8.5311221e+01| 9.360000e-02|-4.290400e-02| 2.9532463e+02| 2.3983628e-05| 1.3018438e+02| 6.871100e-02|-3.052100e-02| 2.1202281e+02
 8.2034554e-06| 4.5154583e+01|-2.379900e-02|-1.489820e-01| 1.5911057e+02| 1.3291353e-05| 8.5312332e+01| 6.253400e-02|-6.512500e-02| 2.9531917e+02| 2.0165684e-05| 1.3018361e+02| 2.220200e-02|-5.703400e-02| 2.1202362e+02
 1.1729427e-05| 4.5154411e+01|-3.221600e-02|-2.007820e-01| 1.5911067e+02| 1.1297488e-05| 8.5313345e+01| 9.117700e-02|-9.807400e-02| 2.9532056e+02| 1.8079697e-05| 1.3018384e+02| 5.209900e-02|-9.701100e-02| 2.1202318e+02
 1.4483940e-05| 4.5154436e+01|-2.423700e-02|-1.610120e-01| 1.5911001e+02| 1.5588204e-05| 8.5313740e+01| 7.151500e-02|-1.677430e-01| 2.9531771e+02| 2.0907166e-05| 1.3018423e+02| 5.083600e-02|-1.458760e-01| 2.1202365e+02
 1.3932078e-05| 4.5154363e+01|-7.626500e-02|-9.621200e-02| 1.5911058e+02| 1.5740695e-05| 8.5312437e+01| 1.620600e-02| 5.287300e-02| 2.9531798e+02| 2.3153238e-05| 1.3018497e+02|-3.100300e-02| 5.822000e-02| 2.1202412e+02
 1.2180076e-05| 4.5154021e+01|-1.281580e-01|-1.479250e-01| 1.5911010e+02| 1.2603413e-05| 8.5313682e+01|-5.022300e-02| 2.512400e-02| 2.9532136e+02| 2.0625505e-05| 1.3018443e+02|-7.419400e-02| 2.462700e-02| 2.1202371e+02
 1.9912516e-05| 4.5154132e+01|-1.371400e-01|-7.854500e-02| 1.5911110e+02| 1.4403753e-05| 8.5316536e+01|-2.813000e-02| 8.580100e-02| 2.9531776e+02| 1.5622395e-05| 1.3018592e+02|-5.478200e-02| 7.784400e-02| 2.1202334e+02
 5.5553528e-06| 4.5154032e+01|-1.175110e-01|-1.740640e-01| 1.5911111e+02| 1.0644953e-05| 8.5311895e+01| 5.995000e-02| 2.095700e-02| 2.9532080e+02| 1.8779866e-05| 1.3018347e+02|-2.739600e-02| 1.359700e-02| 2.1202495e+02
 1.2334682e-05| 4.5154275e+01|-1.088630e-01|-6.181600e-02| 1.5911067e+02| 1.6028442e-05| 8.5311684e+01|-4.019600e-02|-6.390000e-02| 2.9532453e+02| 2.2871684e-05| 1.3018541e+02|-6.879800e-02|-3.439700e-02| 2.1202286e+02
 1.0770017e-05| 4.5154370e+01|-7.204800e-02|-1.177620e-01| 1.5910991e+02| 1.4848746e-05| 8.5311598e+01| 3.375200e-02|-5.445900e-02| 2.9532220e+02| 2.2254533e-05| 1.3018450e+02|-2.978500e-02|-3.286500e-02| 2.1202323e+02
 1.2929604e-05| 4.5154165e+01|-1.171910e-01|-1.917640e-01| 1.5911144e+02| 1.1657747e-05| 8.5314668e+01|-5.327400e-02|-1.519980e-01| 2.9532028e+02| 1.5493502e-05| 1.3018504e+02|-7.219700e-02|-1.335880e-01| 2.1202336e+02
 1.5315964e-06| 4.5154046e+01|-1.310040e-01|-9.619900e-02| 1.5911012e+02| 1.3547863e-05| 8.5311077e+01| 5.898300e-02| 4.329000e-03| 2.9532170e+02| 1.7971999e-05| 1.3018363e+02|-4.165000e-03| 3.050800e-02| 2.1202425e+02
 2.4526257e-05| 4.5154258e+01|-1.179140e-01|-8.521200e-02| 1.5911011e+02| 1.3048241e-05| 8.5318772e+01| 8.470900e-02| 6.889100e-02| 2.9531899e+02| 1.2490441e-05| 1.3018580e+02| 4.052000e-02| 7.685800e-02| 2.1202307e+02
 1.0749939e-05| 4.5154141e+01|-1.101140e-01|-1.401530e-01| 1.5911089e+02| 1.3009526e-05| 8.5314171e+01| 3.554200e-02| 1.936700e-02| 2.9532095e+02| 1.7246048e-05| 1.3018430e+02|-4.392400e-02| 2.991200e-02| 2.1202301e+02
 2.1527738e-05| 4.5154431e+01|-1.075190e-01|-9.853700e-02| 1.5911026e+02| 1.2897070e-05| 8.5315087e+01|-5.492700e-02|-5.129000e-03| 2.9531915e+02| 1.6445073e-05| 1.3018604e+02|-7.803000e-02|-4.014000e-03| 2.1202390e+02
 1.4174325e-05| 4.5154016e+01|-1.341730e-01|-1.127520e-01| 1.5911029e+02| 1.3473317e-05| 8.5315053e+01| 4.476500e-02|-1.672200e-02| 2.9532064e+02| 1.6735150e-05| 1.3018553e+02|-4.016100e-02|-1.418700e-02| 2.1202303e+02
 1.0631915e-05| 4.5154228e+01|-1.155190e-01|-1.309730e-01| 1.5911022e+02| 1.2798121e-05| 8.5313924e+01| 1.010900e-02|-1.161370e-01| 2.9532101e+02| 1.5210756e-05| 1.3018498e+02|-2.196500e-02|-1.047510e-01| 2.1202339e+02
 9.0167684e-06| 4.5153704e+01|-1.167990e-01|-2.460030e-01| 1.5911042e+02| 1.0110860e-05| 8.5315590e+01| 1.004570e-01|-2.335730e-01| 2.9532466e+02| 1.3285181e-05| 1.3018426e+02| 6.973800e-02|-2.195140e-01| 2.1202279e+02
 1.0066595e-05| 4.5153871e+01|-6.222600e-02|-1.420110e-01| 1.5910969e+02| 1.4261194e-05| 8.5315800e+01| 1.689640e-01|-1.646040e-01| 2.9532233e+02| 1.3899902e-05| 1.3018334e+02| 1.428720e-01|-1.471650e-01| 2.1202307e+02
 9.3322908e-06| 4.5153932e+01|-1.301530e-01|-1.442730e-01| 1.5910977e+02| 1.2196994e-05| 8.5313800e+01| 7.970700e-02|-4.446000e-02| 2.9532133e+02| 1.8130939e-05| 1.3018416e+02| 3.687400e-02|-5.127000e-02| 2.1202358e+02
 5.1333246e-06| 4.5154065e+01|-7.135300e-02|-1.549670e-01| 1.5911022e+02| 1.3645007e-05| 8.5310988e+01| 1.047070e-01|-3.105500e-02| 2.9532440e+02| 2.5364331e-05| 1.3018303e+02| 7.666600e-02|-1.736800e-02| 2.1202441e+02
 9.8165657e-06| 4.5154208e+01|-1.297080e-01|-9.857100e-02| 1.5910982e+02| 1.2449213e-05| 8.5312706e+01|-4.914300e-02|-1.443700e-02| 2.9532280e+02| 1.9062144e-05| 1.3018467e+02|-7.615300e-02|-9.801000e-03| 2.1202387e+02
 2.4351204e-05| 4.5154149e+01|-1.184650e-01|-6.294500e-02| 1.5911105e+02| 1.6990333e-05| 8.5314988e+01|-2.171300e-02|-8.027000e-02| 2.9532273e+02| 2.1482103e-05| 1.3018633e+02|-5.709100e-02|-4.625300e-02| 2.1202276e+02
 1.1490766e-05| 4.5154624e+01|-8.241800e-02|-1.588200e-01| 1.5911110e+02| 1.5072582e-05| 8.5314260e+01|-7.486000e-02|-1.652400e-01| 2.9531772e+02| 1.3278038e-05| 1.3018530e+02|-8.498300e-02|-1.392030e-01| 2.1202350e+02
 9.2312965e-06| 4.5154324e+01|-1.106420e-01|-1.401960e-01| 1.5911059e+02| 1.4451821e-05| 8.5313193e+01|-9.998600e-02|-7.437800e-02| 2.9531759e+02| 1.7803084e-05| 1.3018485e+02|-1.086600e-01|-5.183100e-02| 2.1202385e+02
 1.3244102e-05| 4.5154550e+01|-7.809100e-02|-1.564300e-01| 1.5911033e+02| 1.4336488e-05| 8.5312512e+01|-1.199280e-01|-7.755900e-02| 2.9531672e+02| 2.0674257e-05| 1.3018500e+02|-1.244040e-01|-5.483500e-02| 2.1202415e+02
 1.5228620e-05| 4.5154166e+01|-1.174880e-01|-1.412080e-01| 1.5911175e+02| 1.4092499e-05| 8.5315644e+01|-4.249700e-02|-9.358200e-02| 2.9531902e+02| 1.5688273e-05| 1.3018548e+02|-7.008500e-02|-6.992200e-02| 2.1202275e+02
 1.6187706e-05| 4.5154382e+01|-9.365100e-02|-9.118700e-02| 1.5911034e+02| 1.5158754e-05| 8.5314287e+01| 4.327600e-02|-3.942400e-02| 2.9532036e+02| 1.6995559e-05| 1.3018554e+02|-2.658700e-02|-2.324000e-02| 2.1202313e+02
 7.0848738e-06| 4.5153841e+01|-1.040750e-01|-1.688920e-01| 1.5910981e+02| 1.1691449e-05| 8.5311776e+01| 1.219010e-01|-6.001300e-02| 2.9532374e+02| 2.3053376e-05| 1.3018342e+02| 8.895000e-02|-6.238600e-02| 2.1202397e+02
 8.0573491e-06| 4.5153640e+01|-1.358350e-01|-9.629100e-02| 1.5911047e+02| 1.5074183e-05| 8.5313368e+01| 1.184950e-01| 1.385200e-02| 2.9532239e+02| 1.9796712e-05| 1.3018441e+02| 9.206800e-02| 2.394700e-02| 2.1202395e+02
 1.3731450e-05| 4.5153853e+01|-1.382320e-01|-1.588730e-01| 1.5911108e+02| 1.1407733e-05| 8.5317493e+01| 1.081030e-01|-1.086400e-02| 2.9532015e+02| 1.3510885e-05| 1.3018443e+02| 7.360600e-02|-1.257500e-02| 2.1202315e+02
 1.2299727e-05| 4.5154269e+01|-5.459000e-02|-2.181000e-01| 1.5911008e+02| 1.2001790e-05| 8.5316001e+01| 8.866400e-02|-2.038880e-01| 2.9531570e+02| 1.3857042e-05| 1.3018392e+02| 6.296500e-02|-1.851200e-01| 2.1202365e+02
 1.1644432e-05| 4.5154341e+01|-5.615800e-02|-1.624090e-01| 1.5910942e+02| 1.4001722e-05| 8.5313108e+01| 5.734100e-02|-1.100690e-01| 2.9531769e+02| 2.0170102e-05| 1.3018466e+02| 2.458100e-02|-1.001260e-01| 2.1202274e+02
 1.9562505e-05| 4.5154023e+01|-9.756200e-02|-1.138460e-01| 1.5911102e+02| 1.4933996e-05| 8.5314099e+01| 7.619200e-02|-1.288300e-02| 2.9532006e+02| 2.3618209e-05| 1.3018554e+02| 3.962000e-02| 5.591000e-03| 2.1202305e+02
 1.6865722e-05| 4.5154217e+01|-9.110100e-02|-1.480830e-01| 1.5911063e+02| 1.3326508e-05| 8.5315626e+01| 6.207800e-02|-1.880500e-02| 2.9531564e+02| 1.7216902e-05| 1.3018455e+02| 4.842000e-03| 1.826000e-02| 2.1202481e+02
 1.6076894e-05| 4.5154238e+01|-1.178450e-01|-9.765800e-02| 1.5911036e+02| 1.3656147e-05| 8.5314319e+01|-3.895000e-03| 2.586300e-02| 2.9532158e+02| 1.7166675e-05| 1.3018525e+02|-5.555100e-02| 2.215700e-02| 2.1202361e+02
 2.3190171e-05| 4.5154392e+01|-1.077320e-01|-9.727500e-02| 1.5911014e+02| 1.3891222e-05| 8.5316642e+01|-2.708300e-02| 3.223200e-02| 2.9531729e+02| 1.5238487e-05| 1.3018600e+02|-6.551500e-02| 2.649500e-02| 2.1202350e+02
 1.6249752e-05| 4.5154485e+01|-7.744600e-02|-1.729230e-01| 1.5911091e+02| 1.2428098e-05| 8.5316192e+01|-1.812800e-02| 3.706200e-02| 2.9531551e+02| 1.2058997e-05| 1.3018522e+02|-6.460000e-02| 1.984200e-02| 2.1202318e+02
 1.1298149e-05| 4.5154409e+01|-5.947200e-02|-9.530000e-02| 1.5911016e+02| 1.5382908e-05| 8.5310470e+01| 1.545400e-02|-3.060000e-04| 2.9532060e+02| 2.7637479e-05| 1.3018463e+02|-5.014100e-02| 2.422800e-02| 2.1202318e+02
 6.1828897e-06| 4.5154261e+01|-9.692500e-02|-1.606910e-01| 1.5911002e+02| 1.1585123e-05| 8.5312704e+01| 4.955700e-02|-5.215800e-02| 2.9531903e+02| 1.7382083e-05| 1.3018367e+02|-1.595600e-02|-5.364200e-02| 2.1202328e+02
 1.6776520e-05| 4.5154173e+01|-9.669900e-02|-1.346610e-01| 1.5911061e+02| 1.4060836e-05| 8.5314933e+01| 5.022400e-02|-7.038000e-02| 2.9531697e+02| 1.8443242e-05| 1.3018580e+02| 3.235000e-03|-6.872100e-02| 2.1202276e+02
 8.5632970e-06| 4.5153968e+01|-1.135660e-01|-1.639540e-01| 1.5911086e+02| 1.2642422e-05| 8.5313180e+01| 8.442300e-02|-2.729000e-02| 2.9532394e+02| 1.6957463e-05| 1.3018450e+02| 4.461800e-02|-3.622200e-02| 2.1202299e+02
 1.2281842e-05| 4.5153468e+01|-1.042650e-01|-1.917560e-01| 1.5911046e+02| 1.2077958e-05| 8.5317827e+01| 1.580300e-01|-1.968500e-01| 2.9532432e+02| 1.4558831e-05| 1.3018392e+02| 1.276110e-01|-1.819490e-01| 2.1202224e+02
 7.8436049e-06| 4.5153258e+01|-1.097680e-01|-2.328250e-01| 1.5911045e+02| 1.0672447e-05| 8.5318361e+01| 1.787800e-01|-2.237740e-01| 2.9532216e+02| 9.6101139e-06| 1.3018331e+02| 1.455600e-01|-2.087820e-01| 2.1202195e+02
 6.8740579e-06| 4.5153186e+01|-1.167400e-01|-2.081320e-01| 1.5911053e+02| 1.0476735e-05| 8.5317514e+01| 1.932070e-01|-1.968300e-01| 2.9532440e+02| 1.0485613e-05| 1.3018300e+02| 1.601180e-01|-1.846330e-01| 2.1202266e+02
 7.0070391e-06| 4.5153235e+01|-1.195610e-01|-1.896710e-01| 1.5911062e+02| 1.0636420e-05| 8.5316996e+01| 2.015660e-01|-1.368600e-01| 2.9532331e+02| 1.1802468e-05| 1.3018327e+02| 1.661500e-01|-1.328270e-01| 2.1202214e+02
 6.1636255e-06| 4.5153171e+01|-1.312270e-01|-1.878430e-01| 1.5911044e+02| 1.0203048e-05| 8.5316287e+01| 2.011180e-01|-1.369520e-01| 2.9532500e+02| 1.2426458e-05| 1.3018297e+02| 1.655590e-01|-1.330650e-01| 2.1202217e+02
 7.0072734e-06| 4.5153324e+01|-1.382300e-01|-1.854360e-01| 1.5911052e+02| 1.1221632e-05| 8.5315792e+01| 1.540160e-01|-1.591860e-01| 2.9532428e+02| 1.3729777e-05| 1.3018337e+02| 1.219440e-01|-1.504770e-01| 2.1202289e+02
 1.3782785e-05| 4.5154575e+01|-7.333600e-02|-1.176610e-01| 1.5911033e+02| 1.3560595e-05| 8.5313560e+01|-2.618000e-02|-6.448300e-02| 2.9532106e+02| 1.6153284e-05| 1.3018492e+02|-6.372400e-02|-3.828600e-02| 2.1202419e+02
 1.8172915e-06| 4.5154502e+01|-4.220600e-02|-1.406600e-01| 1.5911043e+02| 1.4098878e-05| 8.5310560e+01| 6.236300e-02|-4.885000e-03| 2.9532278e+02| 1.9997361e-05| 1.3018399e+02| 5.430000e-03| 1.477900e-02| 2.1202321e+02
 1.5131771e-05| 4.5154463e+01|-5.666100e-02|-1.920610e-01| 1.5911193e+02| 1.1901457e-05| 8.5315791e+01| 4.677400e-02| 3.769900e-02| 2.9531348e+02| 1.3368241e-05| 1.3018426e+02|-2.747400e-02| 4.519600e-02| 2.1202472e+02
 7.0995007e-06| 4.5153954e+01|-1.190160e-01|-1.466020e-01| 1.5911126e+02| 1.2786507e-05| 8.5312901e+01| 6.605100e-02|-5.040000e-04| 2.9532036e+02| 1.8590063e-05| 1.3018420e+02|-6.682000e-03| 1.584400e-02| 2.1202251e+02
 9.4231755e-06| 4.5154053e+01|-1.214550e-01|-1.211430e-01| 1.5911034e+02| 1.3794300e-05| 8.5314037e+01| 6.837000e-02| 4.860000e-04| 2.9531815e+02| 1.6849399e-05| 1.3018483e+02| 2.702400e-02| 1.478800e-02| 2.1202327e+02
 8.4166320e-06| 4.5154227e+01|-1.142680e-01|-1.113490e-01| 1.5911064e+02| 1.3853342e-05| 8.5313978e+01| 5.482600e-02|-1.550900e-02| 2.9532065e+02| 1.3945810e-05| 1.3018446e+02|-2.596700e-02| 6.669000e-03| 2.1202384e+02
 1.2173942e-05| 4.5154011e+01|-1.250050e-01|-1.300230e-01| 1.5911113e+02| 1.3588948e-05| 8.5314428e+01|-5.858000e-03|-4.744300e-02| 2.9531922e+02| 1.8909174e-05| 1.3018425e+02|-5.814100e-02|-6.133000e-03| 2.1202489e+02
 1.0028162e-05| 4.5154254e+01|-9.016700e-02|-1.890970e-01| 1.5911065e+02| 1.1421329e-05| 8.5314977e+01| 6.146100e-02|-9.695500e-02| 2.9532103e+02| 1.3078281e-05| 1.3018386e+02| 1.744100e-02|-9.294500e-02| 2.1202354e+02
 1.2003899e-05| 4.5153934e+01|-1.448770e-01|-1.677140e-01| 1.5911109e+02| 1.1199611e-05| 8.5316346e+01| 5.362600e-02|-1.858200e-02| 2.9532245e+02| 1.2623308e-05| 1.3018490e+02|-3.357000e-02|-3.596800e-02| 2.1202320e+02
 2.2034530e-05| 4.5154234e+01|-1.160230e-01|-7.251300e-02| 1.5911015e+02| 1.5642629e-05| 8.5315954e+01| 1.212400e-02|-1.881900e-02| 2.9531675e+02| 1.9727305e-05| 1.3018552e+02|-4.746300e-02| 2.938900e-02| 2.1202465e+02
 7.7074460e-06| 4.5154039e+01|-1.421320e-01|-1.299230e-01| 1.5911014e+02| 1.2049014e-05| 8.5314205e+01|-1.240700e-02|-1.840600e-02| 2.9531673e+02| 1.5454550e-05| 1.3018416e+02|-6.073800e-02|-4.828000e-03| 2.1202445e+02
 1.4020058e-05| 4.5154091e+01|-1.276630e-01|-1.258340e-01| 1.5911057e+02| 1.2554898e-05| 8.5314851e+01|-6.079000e-03|-1.914500e-02| 2.9532111e+02| 1.7699501e-05| 1.3018463e+02|-6.065900e-02| 5.369000e-03| 2.1202373e+02
 1.5425149e-05| 4.5154579e+01|-1.068090e-01|-9.544600e-02| 1.5910957e+02| 1.3603103e-05| 8.5313991e+01|-1.085220e-01|-2.177100e-02| 2.9531811e+02| 1.6244418e-05| 1.3018488e+02|-1.138980e-01|-3.844000e-03| 2.1202382e+02
 5.8336714e-06| 4.5154502e+01|-7.270200e-02|-1.277990e-01| 1.5911100e+02| 1.3785635e-05| 8.5313200e+01| 5.965000e-03|-7.069000e-03| 2.9532008e+02| 1.4835834e-05| 1.3018409e+02|-5.597200e-02| 1.655400e-02| 2.1202361e+02
 9.2249382e-06| 4.5154338e+01|-8.762100e-02|-1.500330e-01| 1.5911013e+02| 1.1646508e-05| 8.5311993e+01| 5.655800e-02| 1.039500e-02| 2.9532603e+02| 1.8066181e-05| 1.3018434e+02|-3.543500e-02|-4.053000e-03| 2.1202396e+02
 2.2608140e-05| 4.5154417e+01|-1.027840e-01|-6.608600e-02| 1.5910978e+02| 1.4366420e-05| 8.5317375e+01| 7.925700e-02|-5.877800e-02| 2.9531849e+02| 1.2710652e-05| 1.3018548e+02| 4.764300e-02|-4.734900e-02| 2.1202372e+02
 1.4099584e-05| 4.5154208e+01|-9.240300e-02|-9.025500e-02| 1.5911007e+02| 1.4659158e-05| 8.5312860e+01| 7.797700e-02|-4.075300e-02| 2.9532315e+02| 2.2802854e-05| 1.3018466e+02| 4.341900e-02|-3.138000e-02| 2.1202335e+02
 6.5316245e-06| 4.5154530e+01|-8.870000e-02|-1.872000e-01| 1.5911123e+02| 1.2913178e-05| 8.5311711e+01|-1.461120e-01|-7.828000e-02| 2.9531871e+02| 1.7051522e-05| 1.3018479e+02|-1.444460e-01|-6.409400e-02| 2.1202411e+02
 9.4585683e-06| 4.5154492e+01|-1.043140e-01|-1.604760e-01| 1.5911144e+02| 1.4005603e-05| 8.5311601e+01|-1.725580e-01|-8.089500e-02| 2.9531701e+02| 2.0182056e-05| 1.3018531e+02|-1.660630e-01|-6.446800e-02| 2.1202445e+02
 1.5047106e-05| 4.5154533e+01|-1.145230e-01|-1.631750e-01| 1.5911076e+02| 1.3208517e-05| 8.5314773e+01|-1.346970e-01|-1.517190e-01| 2.9531487e+02| 1.4085335e-05| 1.3018562e+02|-1.356220e-01|-1.292370e-01| 2.1202498e+02
 8.2468674e-06| 4.5154459e+01|-1.012760e-01|-1.656480e-01| 1.5911096e+02| 1.3790101e-05| 8.5313733e+01|-1.237840e-01|-8.091900e-02| 2.9531700e+02| 1.4125041e-05| 1.3018496e+02|-1.275820e-01|-6.166500e-02| 2.1202328e+02
 1.5978386e-05| 4.5154448e+01|-1.186670e-01|-1.651550e-01| 1.5911089e+02| 1.3206562e-05| 8.5316476e+01|-1.309640e-01|-8.156200e-02| 2.9531594e+02| 1.0960358e-05| 1.3018551e+02|-1.336020e-01|-6.216100e-02| 2.1202352e+02
 9.1099387e-06| 4.5154293e+01|-1.238400e-01|-1.690710e-01| 1.5911029e+02| 1.1488622e-05| 8.5313640e+01|-9.989700e-02|-5.737000e-02| 2.9532135e+02| 1.5032242e-05| 1.3018469e+02|-1.109050e-01|-4.854300e-02| 2.1202337e+02
 8.0625211e-06| 4.5154096e+01|-1.474890e-01|-1.802940e-01| 1.5911034e+02| 1.0861764e-05| 8.5312894e+01|-9.587200e-02|-1.244870e-01| 2.9532298e+02| 1.5962324e-05| 1.3018438e+02|-1.069200e-01|-1.093400e-01| 2.1202430e+02
 8.4913461e-06| 4.5154036e+01|-1.429510e-01|-1.416450e-01| 1.5910970e+02| 1.3609996e-05| 8.5312071e+01|-8.693500e-02|-1.457120e-01| 2.9531922e+02| 2.2271197e-05| 1.3018466e+02|-9.710000e-02|-1.222710e-01| 2.1202363e+02
 1.5000787e-05| 4.5154535e+01|-6.742400e-02|-1.986280e-01| 1.5910996e+02| 1.1464762e-05| 8.5315194e+01|-8.965000e-03|-1.385360e-01| 2.9531922e+02| 1.3099275e-05| 1.3018501e+02|-3.868900e-02|-1.241660e-01| 2.1202300e+02
